Q96KR7	PHAR3_HUMAN	PHACTR3
P34995	PE2R1_HUMAN	PTGER1
O75151	PHF2_HUMAN	PHF2
P43116	PE2R2_HUMAN	PTGER2
Q8IZ21	PHAR4_HUMAN	PHACTR4
P43115	PE2R3_HUMAN	PTGER3
Q92576	PHF3_HUMAN	PHF3
Q7RTV0	PHF5A_HUMAN	PHF5A
P35408	PE2R4_HUMAN	PTGER4
Q8IZL8	PELP1_HUMAN	PELP1
Q6P996	PDXD1_HUMAN	PDXDC1
Q8NDH3	PEPL1_HUMAN	NPEPL1
Q6P474	PDXD2_HUMAN	PDXDC2P
Q8IWS0	PHF6_HUMAN	PHF6
O60437	PEPL_HUMAN	PPL
Q9H814	PHAX_HUMAN	PHAX
Q9BWX1	PHF7_HUMAN	PHF7
Q15121	PEA15_HUMAN	PEA15
Q9UBM1	PEMT_HUMAN	PEMT
Q9H792	PEAK1_HUMAN	PEAK1
P35232	PHB1_HUMAN	PHB1
Q9UPP1	PHF8_HUMAN	PHF8
P18669	PGAM1_HUMAN	PGAM1
Q6ZS72	PEAK3_HUMAN	PEAK3
P15259	PGAM2_HUMAN	PGAM2
Q5VY43	PEAR1_HUMAN	PEAR1
Q8N0Y7	PGAM4_HUMAN	PGAM4
Q9NZ42	PEN2_HUMAN	PSENEN
C9JFL3	PHGR1_HUMAN	PHGR1
Q99623	PHB2_HUMAN	PHB2
Q96HS1	PGAM5_HUMAN	PGAM5
Q13951	PEBB_HUMAN	CBFB
Q75T13	PGAP1_HUMAN	PGAP1
Q9UHJ9	PGAP2_HUMAN	PGAP2
P30086	PEBP1_HUMAN	PEBP1
Q96FC7	PHIPL_HUMAN	PHYHIPL
P78364	PHC1_HUMAN	PHC1
Q96RV3	PCX1_HUMAN	PCNX1
P01210	PENK_HUMAN	PENK
Q96FM1	PGAP3_HUMAN	PGAP3
Q96S96	PEBP4_HUMAN	PEBP4
A6NKB5	PCX2_HUMAN	PCNX2
Q8IXK0	PHC2_HUMAN	PHC2
Q9BRR3	PGAP4_HUMAN	PGAP4
Q9H6A9	PCX3_HUMAN	PCNX3
Q8WWQ0	PHIP_HUMAN	PHIP
Q9HCN3	PGAP6_HUMAN	PGAP6
Q8NDX5	PHC3_HUMAN	PHC3
Q63HM2	PCX4_HUMAN	PCNX4
P16284	PECA1_HUMAN	PECAM1
Q96JS3	PGBD1_HUMAN	PGBD1
Q96RR1	PEO1_HUMAN	TWNK
Q6P3X8	PGBD2_HUMAN	PGBD2
Q8N328	PGBD3_HUMAN	PGBD3
Q96DM1	PGBD4_HUMAN	PGBD4
Q8N414	PGBD5_HUMAN	PGBD5
Q16816	PHKG1_HUMAN	PHKG1
Q9P0L9	PK2L1_HUMAN	PKD2L1
Q9H4B4	PLK3_HUMAN	PLK3
Q9NZM6	PK2L2_HUMAN	PKD2L2
Q9BY49	PECR_HUMAN	PECR
P98160	PGBM_HUMAN	HSPG2
P15735	PHKG2_HUMAN	PHKG2
P49585	PCY1A_HUMAN	PCYT1A
Q9H1Q7	PED1A_HUMAN	PCED1A
Q96HM7	PED1B_HUMAN	PCED1B
Q9Y5K3	PCY1B_HUMAN	PCYT1B
P16112	PGCA_HUMAN	ACAN
P36955	PEDF_HUMAN	SERPINF1
P52945	PDX1_HUMAN	PDX1
Q9UBV8	PEF1_HUMAN	PEF1
P0DJD8	PEPA3_HUMAN	PGA3
Q99447	PCY2_HUMAN	PCYT2
P0DJD7	PEPA4_HUMAN	PGA4
P0DJD9	PEPA5_HUMAN	PGA5
Q9HCR9	PDE11_HUMAN	PDE11A
Q86TG7	PEG10_HUMAN	PEG10
P42785	PCP_HUMAN	PRCP
Q6L8Q7	PDE12_HUMAN	PDE12
Q9GZU2	PEG3_HUMAN	PEG3
Q9UHG3	PCYOX_HUMAN	PCYOX1
P54750	PDE1A_HUMAN	PDE1A
Q8NBM8	PCYXL_HUMAN	PCYOX1L
Q01064	PDE1B_HUMAN	PDE1B
Q14123	PDE1C_HUMAN	PDE1C
Q9NZQ7	PD1L1_HUMAN	CD274
Q9BQ51	PD1L2_HUMAN	PDCD1LG2
Q9Y5Y4	PD2R2_HUMAN	PTGDR2
Q13258	PD2R_HUMAN	PTGDR
O00408	PDE2A_HUMAN	PDE2A
Q14432	PDE3A_HUMAN	PDE3A
Q13370	PDE3B_HUMAN	PDE3B
Q7Z2X4	PCLI1_HUMAN	PID1
P27815	PDE4A_HUMAN	PDE4A
Q9Y6V0	PCLO_HUMAN	PCLO
Q07343	PDE4B_HUMAN	PDE4B
Q9BUL8	PDC10_HUMAN	PDCD10
Q08493	PDE4C_HUMAN	PDE4C
Q15154	PCM1_HUMAN	PCM1
Q08499	PDE4D_HUMAN	PDE4D
Q96MG8	PCMD1_HUMAN	PCMTD1
Q9NV79	PCMD2_HUMAN	PCMTD2
O76074	PDE5A_HUMAN	PDE5A
P16499	PDE6A_HUMAN	PDE6A
Q8WUM4	PDC6I_HUMAN	PDCD6IP
P35913	PDE6B_HUMAN	PDE6B
Q9UHG2	PCS1N_HUMAN	PCSK1N
P51160	PDE6C_HUMAN	PDE6C
Q15116	PDCD1_HUMAN	PDCD1
Q6UW60	PCSK4_HUMAN	PCSK4
Q16342	PDCD2_HUMAN	PDCD2
O43924	PDE6D_HUMAN	PDE6D
Q53EL6	PDCD4_HUMAN	PDCD4
Q92824	PCSK5_HUMAN	PCSK5
P12004	PCNA_HUMAN	PCNA
P29122	PCSK6_HUMAN	PCSK6
O14737	PDCD5_HUMAN	PDCD5
Q16549	PCSK7_HUMAN	PCSK7
Q13946	PDE7A_HUMAN	PDE7A
O75340	PDCD6_HUMAN	PDCD6
Q9NP56	PDE7B_HUMAN	PDE7B
Q8N8D1	PDCD7_HUMAN	PDCD7
O60658	PDE8A_HUMAN	PDE8A
Q8N4E4	PDCL2_HUMAN	PDCL2
Q8NBP7	PCSK9_HUMAN	PCSK9
O95263	PDE8B_HUMAN	PDE8B
Q9H2J4	PDCL3_HUMAN	PDCL3
O76083	PDE9A_HUMAN	PDE9A
Q9BRP1	PDD2L_HUMAN	PDCD2L
Q9Y233	PDE10_HUMAN	PDE10A
Q8WW12	PCNP_HUMAN	PCNP
O95613	PCNT_HUMAN	PCNT
A5PLL7	PDES1_HUMAN	PEDS1
Q15113	PCOC1_HUMAN	PCOLCE
Q9UKZ9	PCOC2_HUMAN	PCOLCE2
Q58A44	PCOTH_HUMAN	PCOTH
P04085	PDGFA_HUMAN	PDGFA
P01127	PDGFB_HUMAN	PDGFB
Q8IVA1	PCP2_HUMAN	PCP2
Q9NRA1	PDGFC_HUMAN	PDGFC
P48539	PCP4_HUMAN	PCP4
Q9GZP0	PDGFD_HUMAN	PDGFD
P63128	POK9_HUMAN	ERVK-9
P78337	PITX1_HUMAN	PITX1
P55058	PLTP_HUMAN	PLTP
Q9BX97	PLVAP_HUMAN	PLVAP
Q99697	PITX2_HUMAN	PITX2
O75364	PITX3_HUMAN	PITX3
Q9UIW2	PLXA1_HUMAN	PLXNA1
O75051	PLXA2_HUMAN	PLXNA2
A6NEE1	PLHD1_HUMAN	PLEKHD1
P51805	PLXA3_HUMAN	PLXNA3
Q9HCM2	PLXA4_HUMAN	PLXNA4
Q96J94	PIWL1_HUMAN	PIWIL1
O43157	PLXB1_HUMAN	PLXNB1
Q5SRE7	PHYD1_HUMAN	PHYHD1
O15031	PLXB2_HUMAN	PLXNB2
Q8TC59	PIWL2_HUMAN	PIWIL2
Q9ULL4	PLXB3_HUMAN	PLXNB3
Q7Z3Z3	PIWL3_HUMAN	PIWIL3
Q7Z3Z4	PIWL4_HUMAN	PIWIL4
O60240	PLIN1_HUMAN	PLIN1
O60486	PLXC1_HUMAN	PLXNC1
Q92561	PHYIP_HUMAN	PHYHIP
Q99541	PLIN2_HUMAN	PLIN2
Q8NG27	PJA1_HUMAN	PJA1
Q9Y4D7	PLXD1_HUMAN	PLXND1
O43164	PJA2_HUMAN	PJA2
O60664	PLIN3_HUMAN	PLIN3
Q96Q06	PLIN4_HUMAN	PLIN4
Q0ZLH3	PJVK_HUMAN	PJVK
Q00G26	PLIN5_HUMAN	PLIN5
Q9NWT1	PK1IP_HUMAN	PAK1IP1
Q8TDX9	PK1L1_HUMAN	PKD1L1
Q7Z442	PK1L2_HUMAN	PKD1L2
Q7Z443	PK1L3_HUMAN	PKD1L3
P53350	PLK1_HUMAN	PLK1
O43692	PI15_HUMAN	PI15
Q6UXB8	PI16_HUMAN	PI16
Q9NYY3	PLK2_HUMAN	PLK2
P43119	PI2R_HUMAN	PTGIR
Q99570	PI3R4_HUMAN	PIK3R4
Q8WYR1	PI3R5_HUMAN	PIK3R5
Q8NEB9	PK3C3_HUMAN	PIK3C3
Q5UE93	PI3R6_HUMAN	PIK3R6
P48426	PI42A_HUMAN	PIP4K2A
O00444	PLK4_HUMAN	PLK4
P42336	PK3CA_HUMAN	PIK3CA
P78356	PI42B_HUMAN	PIP4K2B
Q96NK8	NDF6_HUMAN	NEUROD6
Q5T2W1	NHRF3_HUMAN	PDZK1
Q8WTT2	NOC3L_HUMAN	NOC3L
Q496M5	PLK5_HUMAN	PLK5
P42338	PK3CB_HUMAN	PIK3CB
Q8TBX8	PI42C_HUMAN	PIP4K2C
Q9Y342	PLLP_HUMAN	PLLP
O43678	NDUA2_HUMAN	NDUFA2
O00483	NDUA4_HUMAN	NDUFA4
Q9ULU4	PKCB1_HUMAN	ZMYND8
Q16718	NDUA5_HUMAN	NDUFA5
P08473	NEP_HUMAN	MME
Q92786	PROX1_HUMAN	PROX1
Q9UM63	PLAL1_HUMAN	PLAGL1
Q5K4E3	POLS2_HUMAN	PRSS36
Q9UKY0	PRND_HUMAN	PRND
Q86WR7	PRSR2_HUMAN	PROSER2
Q9BQR3	PRS27_HUMAN	PRSS27
O95428	PPN_HUMAN	PAPLN
Q6ZRP0	PR23C_HUMAN	PRR23C
Q14914	PTGR1_HUMAN	PTGR1
O15067	PUR4_HUMAN	PFAS
Q13308	PTK7_HUMAN	PTK7
O00231	PSD11_HUMAN	PSMD11
P28065	PSB9_HUMAN	PSMB9
Q96QB1	RHG07_HUMAN	DLC1
A6NLU0	RFPLA_HUMAN	RFPL4A
P0C7M4	RHF2B_HUMAN	RHOXF2B
Q4ADV7	RIC1_HUMAN	RIC1
P10745	RET3_HUMAN	RBP3
O75570	RF1M_HUMAN	MTRF1
Q8NC24	RELL2_HUMAN	RELL2
Q9GZR2	REXO4_HUMAN	REXO4
Q92963	RIT1_HUMAN	RIT1
Q3KNW1	SNAI3_HUMAN	SNAI3
P62244	RS15A_HUMAN	RPS15A
Q5JNZ5	RS26L_HUMAN	RPS26P11
P41440	S19A1_HUMAN	SLC19A1
Q9Y2C5	S17A4_HUMAN	SLC17A4
O95136	S1PR2_HUMAN	S1PR2
Q5BJH2	TM128_HUMAN	TMEM128
A7XYQ1	SOBP_HUMAN	SOBP
Q13425	SNTB2_HUMAN	SNTB2
Q86V20	SHLD2_HUMAN	SHLD2
Q969G3	SMCE1_HUMAN	SMARCE1
P02788	TRFL_HUMAN	LTF
O60902	SHOX2_HUMAN	SHOX2
O75159	SOCS5_HUMAN	SOCS5
O43508	TNF12_HUMAN	TNFSF12
Q9NWH2	TM242_HUMAN	TMEM242
Q5VVB8	TM244_HUMAN	TMEM244
Q9BVK8	TM147_HUMAN	TMEM147
Q8N4B1	SESQ1_HUMAN	PHETA1
P50454	SERPH_HUMAN	SERPINH1
O15047	SET1A_HUMAN	SETD1A
O94964	SOGA1_HUMAN	SOGA1
O43166	SI1L1_HUMAN	SIPA1L1
O95347	SMC2_HUMAN	SMC2
Q92186	SIA8B_HUMAN	ST8SIA2
P02549	SPTA1_HUMAN	SPTA1
Q8WWL2	SPIR2_HUMAN	SPIRE2
Q96FJ0	STALP_HUMAN	STAMBPL1
Q9UGK3	STAP2_HUMAN	STAP2
Q9UIV8	SPB13_HUMAN	SERPINB13
Q9BWV2	SPAT9_HUMAN	SPATA9
Q9BUA3	SPNDC_HUMAN	SPINDOC
Q9C0K7	STRAB_HUMAN	STRADB
A6NGW2	STRCL_HUMAN	STRCP1
Q9Y6A9	SPCS1_HUMAN	SPCS1
Q9UPE1	SRPK3_HUMAN	SRPK3
Q8TDD2	SP7_HUMAN	SP7
Q8IX01	SUGP2_HUMAN	SUGP2
B3KS81	SRRM5_HUMAN	SRRM5
P10124	SRGN_HUMAN	SRGN
Q9UGK8	SRGEF_HUMAN	SERGEF
Q5VTQ0	TT39B_HUMAN	TTC39B
Q7Z6B7	SRGP1_HUMAN	SRGAP1
Q14714	SSPN_HUMAN	SSPN
P62079	TSN5_HUMAN	TSPAN5
P30874	SSR2_HUMAN	SSTR2
P08842	STS_HUMAN	STS
P46977	STT3A_HUMAN	STT3A
Q86XZ4	SPAS2_HUMAN	SPATS2
P43308	SSRB_HUMAN	SSR2
Q658P3	STEA3_HUMAN	STEAP3
Q99909	SSX3_HUMAN	SSX3
P0CL84	ST3L2_HUMAN	STAG3L2
Q9NRP7	STK36_HUMAN	STK36
P16949	STMN1_HUMAN	STMN1
Q86TL2	STIMA_HUMAN	STIMATE
Q6UWL2	SUSD1_HUMAN	SUSD1
Q9Y2K6	UBP20_HUMAN	USP20
O75795	UDB17_HUMAN	UGT2B17
Q5ST30	SYVM_HUMAN	VARS2
P19320	VCAM1_HUMAN	VCAM1
P15313	VATB1_HUMAN	ATP6V1B1
P21281	VATB2_HUMAN	ATP6V1B2
Q9H320	VCX1_HUMAN	VCX
P37288	V1AR_HUMAN	AVPR1A
Q9H322	VCX2_HUMAN	VCX2
Q9H321	VCX3B_HUMAN	VCX3B
Q9NNX9	VCX3_HUMAN	VCX3A
O14598	VCY1_HUMAN	VCY; VCY1B
O14599	VCY2_HUMAN	BPY2; BPY2B; BPY2C
P47901	V1BR_HUMAN	AVPR1B
P21796	VDAC1_HUMAN	VDAC1
P45880	VDAC2_HUMAN	VDAC2
Q2YD98	UVSSA_HUMAN	UVSSA
Q68CQ4	UTP25_HUMAN	UTP25
Q9Y277	VDAC3_HUMAN	VDAC3
P30518	V2R_HUMAN	AVPR2
Q969X6	UTP4_HUMAN	UTP4
P21283	VATC1_HUMAN	ATP6V1C1
Q8NEY4	VATC2_HUMAN	ATP6V1C2
Q9NYH9	UTP6_HUMAN	UTP6
Q8NBZ7	UXS1_HUMAN	UXS1
P61421	VA0D1_HUMAN	ATP6V0D1
Q8N8Y2	VA0D2_HUMAN	ATP6V0D2
Q765I0	UTS2B_HUMAN	UTS2B
P11473	VDR_HUMAN	VDR
P46939	UTRN_HUMAN	UTRN
O95399	UTS2_HUMAN	UTS2
O14607	UTY_HUMAN	UTY
P07911	UROM_HUMAN	UMOD
Q9Y5K8	VATD_HUMAN	ATP6V1D
Q9P2Y5	UVRAG_HUMAN	UVRAG
Q9BTM9	URM1_HUMAN	URM1
P36543	VATE1_HUMAN	ATP6V1E1
Q96A05	VATE2_HUMAN	ATP6V1E2
P00749	UROK_HUMAN	PLAU
Q9UBK9	UXT_HUMAN	UXT
Q5DID0	UROL1_HUMAN	UMODL1
Q16864	VATF_HUMAN	ATP6V1F
Q9P0L0	VAPA_HUMAN	VAPA
Q86UX7	URP2_HUMAN	FERMT3
O75348	VATG1_HUMAN	ATP6V1G1
O95670	VATG2_HUMAN	ATP6V1G2
O95292	VAPB_HUMAN	VAPB
Q96LB4	VATG3_HUMAN	ATP6V1G3
Q9UI12	VATH_HUMAN	ATP6V1H
Q5W0Q7	USPL1_HUMAN	USPL1
Q52LC2	VAS1L_HUMAN	ATP6AP1L
Q15904	VAS1_HUMAN	ATP6AP1
Q9Y2C2	UST_HUMAN	UST
Q7L8A9	VASH1_HUMAN	VASH1
O60291	MGRN1_HUMAN	MGRN1
Q9BTT4	MED10_HUMAN	MED10
O43513	MED7_HUMAN	MED7
A8MW99	MEI4_HUMAN	MEI4
O75095	MEGF6_HUMAN	MEGF6
Q9UL63	MKLN1_HUMAN	MKLN1
Q96G30	MRAP2_HUMAN	MRAP2
Q2M3A8	MRAS1_HUMAN	MRGPRG-AS1
Q9H488	OFUT1_HUMAN	POFUT1
Q14168	MPP2_HUMAN	MPP2
Q96T58	MINT_HUMAN	SPEN
Q9H2W2	MIXL1_HUMAN	MIXL1
Q96ER9	MITOK_HUMAN	CCDC51
Q8TD10	MIPO1_HUMAN	MIPOL1
Q8IVT2	MISP_HUMAN	MISP
Q99102	MUC4_HUMAN	MUC4
Q9Y216	MTMR7_HUMAN	MTMR7
Q9NYA4	MTMR4_HUMAN	MTMR4
Q9NXD2	MTMRA_HUMAN	MTMR10
Q68CQ1	MROH7_HUMAN	MROH7
P49959	MRE11_HUMAN	MRE11
Q96AQ6	PBIP1_HUMAN	PBXIP1
Q8N565	MREG_HUMAN	MREG
Q9Y3B8	ORN_HUMAN	REXO2
Q6P444	MTFR2_HUMAN	MTFR2
Q9UI43	MRM2_HUMAN	MRM2
Q02962	PAX2_HUMAN	PAX2
Q9Y623	MYH4_HUMAN	MYH4
P20929	NEBU_HUMAN	NEB
Q16621	NFE2_HUMAN	NFE2
Q9Y5A7	NUB1_HUMAN	NUB1
Q14249	NUCG_HUMAN	ENDOG
Q86UY8	NT5D3_HUMAN	NT5DC3
Q12980	NPRL3_HUMAN	NPRL3
Q5VT03	NTM2D_HUMAN	NUTM2D
P0C025	NUD17_HUMAN	NUDT17
P51513	NOVA1_HUMAN	NOVA1
Q6S8J3	POTEE_HUMAN	POTEE
O96001	PPR17_HUMAN	PPP1R17
A5A3E0	POTEF_HUMAN	POTEF
Q9ULR3	PPM1H_HUMAN	PPM1H
Q7Z3G6	PRIC2_HUMAN	PRICKLE2
Q6S5H5	POTEG_HUMAN	POTEG
Q6S545	POTEH_HUMAN	POTEH
Q6NYC8	PPR18_HUMAN	PPP1R18
Q99457	NP1L3_HUMAN	NAP1L3
Q9NZP6	NPAP1_HUMAN	NPAP1
Q86U38	NOP9_HUMAN	NOP9
Q99742	NPAS1_HUMAN	NPAS1
Q9HDB5	NRX3B_HUMAN	NRXN3
P29475	NOS1_HUMAN	NOS1
E5RHQ5	NPB11_HUMAN	NPIPB11
Q92617	NPIB3_HUMAN	NPIPB3
Q8NGP4	OR5M3_HUMAN	OR5M3
Q8NGY3	OR6K3_HUMAN	OR6K3
O95007	OR6B1_HUMAN	OR6B1
Q99466	NOTC4_HUMAN	NOTCH4
O15243	OBRG_HUMAN	LEPROT
P29803	ODPAT_HUMAN	PDHA2
Q6ZMI0	PPR21_HUMAN	PPP1R21
Q9UHM6	OPN4_HUMAN	OPN4
Q6IFN5	O7E24_HUMAN	OR7E24
Q6IF36	O8G2P_HUMAN	OR8G2P
Q8NGI2	O52N4_HUMAN	OR52N4
Q8NGX5	O10K1_HUMAN	OR10K1
O15294	OGT1_HUMAN	OGT
P0DN82	O12D1_HUMAN	OR12D1
Q9UKS6	PACN3_HUMAN	PACSIN3
P40424	PBX1_HUMAN	PBX1
Q9ULW8	PADI3_HUMAN	PADI3
Q8IVL5	P3H2_HUMAN	P3H2
Q96KW2	P12L2_HUMAN	POM121L2
Q8N7R1	P1L12_HUMAN	POM121L12
P09131	P3_HUMAN	SLC10A3
Q8IVL6	P3H3_HUMAN	P3H3
Q8IXS6	PALM2_HUMAN	PALM2
O15460	P4HA2_HUMAN	P4HA2
Q7Z4N8	P4HA3_HUMAN	P4HA3
P23760	PAX3_HUMAN	PAX3
A8MW92	P20L1_HUMAN	PHF20L1
Q8N3R9	PALS1_HUMAN	PALS1
P0CB38	PAB4L_HUMAN	PABPC4L
O43422	P52K_HUMAN	THAP12
Q6NUJ5	PWP2B_HUMAN	PWWP2B
Q15070	OXA1L_HUMAN	OXA1L
P35558	PCKGC_HUMAN	PCK1
Q9Y5G4	PCDG9_HUMAN	PCDHGA9
Q99489	OXDD_HUMAN	DDO
Q9Y5F8	PCDGJ_HUMAN	PCDHGB7
Q9Y5G2	PCDGE_HUMAN	PCDHGB2
Q96RQ9	OXLA_HUMAN	IL4I1
Q9UNK4	PA2GD_HUMAN	PLA2G2D
O00264	PGRC1_HUMAN	PGRMC1
P22079	PERL_HUMAN	LPO
P05164	PERM_HUMAN	MPO
Q9UN70	PCDGK_HUMAN	PCDHGC3
Q9BWF3	RBM4_HUMAN	RBM4
P61106	RAB14_HUMAN	RAB14
P52756	RBM5_HUMAN	RBM5
P59190	RAB15_HUMAN	RAB15
Q9H0T7	RAB17_HUMAN	RAB17
P78332	RBM6_HUMAN	RBM6
P21810	PGS1_HUMAN	BGN
Q9Y580	RBM7_HUMAN	RBM7
Q9NP72	RAB18_HUMAN	RAB18
A4D1S5	RAB19_HUMAN	RAB19
Q9Y5S9	RBM8A_HUMAN	RBM8A
P29558	RBMS1_HUMAN	RBMS1
P62820	RAB1A_HUMAN	RAB1A
Q15434	RBMS2_HUMAN	RBMS2
Q6XE24	RBMS3_HUMAN	RBMS3
Q9Y388	RBMX2_HUMAN	RBMX2
Q9H0U4	RAB1B_HUMAN	RAB1B
Q92928	RAB1C_HUMAN	RAB1C
Q9NX57	RAB20_HUMAN	RAB20
Q9H1K0	RBNS5_HUMAN	RBSN
Q70E73	RAPH1_HUMAN	RAPH1
Q9UL25	RAB21_HUMAN	RAB21
Q13702	RAPSN_HUMAN	RAPSN
Q9ULC3	RAB23_HUMAN	RAB23
P61574	RE113_HUMAN	HERVK_113
Q7Z4M0	RE114_HUMAN	REC114
Q969Q5	RAB24_HUMAN	RAB24
P57735	RAB25_HUMAN	RAB25
P61576	REC04_HUMAN	HERV-K104
P51157	RAB28_HUMAN	RAB28
P61578	REC16_HUMAN	ERVK-16
P61572	REC19_HUMAN	ERVK-19
P61571	REC21_HUMAN	ERVK-21
P61019	RAB2A_HUMAN	RAB2A
Q6VN20	RBP10_HUMAN	RANBP10
O95072	REC8_HUMAN	REC8
Q15771	RAB30_HUMAN	RAB30
Q9H2T7	RBP17_HUMAN	RANBP17
Q13636	RAB31_HUMAN	RAB31
P61573	REC9_HUMAN	ERVK-9
B7ZAP0	RBG10_HUMAN	RABGAP1L
P23219	PGH1_HUMAN	PTGS1
Q15311	RBP1_HUMAN	RALBP1
Q9BZG1	RAB34_HUMAN	RAB34
Q7Z419	R144B_HUMAN	RNF144B
